CapsuleWeight,DateEntered,DatePacked,EnteredBy,FilledCapsuleWeight,fk_SampleID,fk_TrayName,Notes,PackedBy,pk_PackedID,ref_sampleID,ref_TrayName,SampleWeight,TrayColumn,TrayRow
12.271,2012-11-07,22-May-2012,JD,13.161,1334,22,moved from V3,JD,1486,KIF11_350_1,V4,0.89,2,B
12.281,2012-11-07,22-May-2012,JD,13.242,1335,22,moved from V3,JD,1487,KIF11_351_1,V4,0.961,3,B
12.491,2012-11-07,22-May-2012,JD,13.389,1336,22,moved from V3,JD,1488,KIF11_352_1,V4,0.898,4,B
12.303,2012-11-07,22-May-2012,JD,13.293,1337,22,moved from V3,JD,1489,KIF11_353_1,V4,0.99,5,B
12.435,2012-11-07,22-May-2012,JD,13.404,1338,22,moved from V3,JD,1490,KIF11_354_1,V4,0.969,6,B
12.451,2012-11-07,22-May-2012,JD,13.551,1339,22,moved from V3,JD,1491,KIF11_355_1,V4,1.1,7,B
12.318,2012-11-07,24-May-2012,JD,13.275,1351,22,,JD,1492,KIF11_367_1,V4,0.957,8,B
12.58,2012-11-07,24-May-2012,JD,13.426,1637,22,,JD,1493,PLEDIC009_1,V4,0.846,9,B
12.311,2012-11-07,28-May-2012,JD,13.238,1641,22,,JD,1494,PLEDIC013_1,V4,0.927,10,B
12.275,2012-11-07,28-May-2012,JD,13.31,1644,22,,JD,1495,PLEDIC016_1,V4,1.035,11,B
12.167,2012-11-07,28-May-2012,JD,13.186,1659,22,,JD,1496,PLEDIC031_1,V4,1.019,12,B
12.406,2012-11-07,28-May-2012,JD,13.249,1660,22,,JD,1497,PLEDIC032_1,V4,0.843,2,C
12.072,2012-11-07,28-May-2012,JD,12.959,1661,22,,JD,1498,PLEDIC033_1,V4,0.887,3,C
12.115,2012-11-07,29-May-2012,JD,13.131,1662,22,,JD,1499,PLEDIC034_1,V4,1.016,4,C
12.296,2012-11-07,29-May-2012,JD,13.241,1673,22,,JD,1500,PLEDIC045_1,V4,0.945,5,C
12.355,2012-11-07,29-May-2012,JD,13.189,1678,22,,JD,1503,PLEDIC050_1,V4,0.834,8,C
12.347,2012-11-07,29-May-2012,JD,13.473,1683,22,,JD,1504,PLEDIC055_1,V4,1.126,9,C
12.341,2012-11-07,29-May-2012,JD,13.22,1684,22,,JD,1505,PLEDIC056_1,V4,0.879,10,C
12.279,2012-11-07,30-May-2012,JD,13.118,1685,22,,JD,1506,PLEDIC057_1,V4,0.839,11,C
12.446,2012-11-07,30-May-2012,JD,13.467,1686,22,,JD,1507,PLEDIC058_1,V4,1.021,12,C
12.466,2012-11-07,30-May-2012,JD,13.394,1687,22,,JD,1508,PLEDIC059_1,V4,0.928,2,D
12.383,2012-11-07,30-May-2012,JD,13.335,1688,22,,JD,1509,PLEDIC060_1,V4,0.952,3,D
12.28,2012-11-07,31-May-2012,JD,13.188,1747,22,,JD,1520,PLEDIC119_1,V4,0.908,3,E
12.263,2012-11-07,3-Jun-2012,JD,13.096,1773,22,,JD,1532,PLEDIC145_1,V4,0.833,4,F
12.252,2012-11-07,3-Jun-2012,JD,13.408,1779,22,,JD,1535,PLEDIC151_1,V4,1.156,7,F
12.233,2012-11-07,3-Jun-2012,JD,13.252,1784,22,,JD,1536,PLEDIC156_1,V4,1.019,8,F
12.21,2012-11-07,3-Jun-2012,JD,13.168,1787,22,,JD,1537,PLEDIC159_1,V4,0.958,9,F
12.291,2012-11-07,3-Jun-2012,JD,13.289,1789,22,,JD,1539,PLEDIC161_1,V4,0.998,11,F
12.345,2012-11-07,4-Jun-2012,JD,13.242,1793,22,,JD,1540,PLEDIC165_1,V4,0.897,12,F
12.266,2012-11-07,4-Jun-2012,JD,13.25,1799,22,,JD,1541,PLEDIC171_1,V4,0.984,2,G
12.127,2012-11-07,4-Jun-2012,JD,13.129,1800,22,,JD,1542,PLEDIC172_1,V4,1.002,3,G
12.351,2012-11-07,4-Jun-2012,JD,13.408,1801,22,,JD,1543,PLEDIC173_1,V4,1.057,4,G
12.402,2012-11-07,4-Jun-2012,JD,13.342,1804,22,,JD,1544,PLEDIC176_1,V4,0.94,5,G
12.176,2012-11-07,4-Jun-2012,JD,13.159,1805,22,,JD,1545,PLEDIC177_1,V4,0.983,6,G
12.273,2012-11-07,4-Jun-2012,JD,13.34,1806,22,,JD,1546,PLEDIC178_1,V4,1.067,7,G
12.087,2012-11-07,5-Jun-2012,JD,13.167,1807,22,,JD,1547,PLEDIC179_1,V4,1.08,8,G
12.341,2012-11-07,5-Jun-2012,JD,13.29,1808,22,,JD,1548,PLEDIC180_1,V4,0.949,9,G
12.425,2012-11-07,5-Jun-2012,JD,13.559,1809,22,,JD,1549,PLEDIC181_1,V4,1.134,10,G
12.071,2012-11-07,5-Jun-2012,JD,13.18,1810,22,,JD,1550,PLEDIC182_1,V4,1.109,11,G
12.396,2012-11-07,5-Jun-2012,JD,13.42,1811,22,,JD,1551,PLEDIC183_1,V4,1.024,12,G
12.213,2012-11-07,5-Jun-2012,JD,13.143,1812,22,,JD,1552,PLEDIC184_1,V4,0.93,2,H
12.529,2012-11-07,5-Jun-2012,JD,13.419,1813,22,,JD,1553,PLEDIC185_1,V4,0.89,3,H
12.489,2012-11-07,5-Jun-2012,JD,13.516,1814,22,,JD,1554,PLEDIC186_1,V4,1.027,4,H
12.416,2012-11-07,5-Jun-2012,JD,13.281,765,22,,JD,1555,PSEOLI020_NA,V4,0.865,5,H
12.447,2012-11-07,5-Jun-2012,JD,13.32,766,22,Double blind; Shortened to: POL_###N for submission,JD,1556,PSEOLI021_NA,V4,0.873,6,H
12.302,2012-11-07,7-Jun-2012,JD,13.427,1341,22,Double blind,JD,1557,KIF11_357_1,V4,1.125,7,H
12.333,2012-11-07,7-Jun-2012,JD,13.452,1339,22,Double blind,JD,1558,KIF11_355_1,V4,1.119,8,H
12.314,2012-11-07,7-Jun-2012,JD,13.37,1467,22,Double blind,JD,1561,KIF11_490_1,V4,1.056,11,H
12.358,2012-11-07,7-Jun-2012,JD,13.275,1544,22,Double blind,JD,1562,KIF11_567_1,V4,0.917,12,H
12.245,2012-11-07,7-Jun-2012,JD,13.348,768,23,,JD,1563,PSEOLI030_NA,V5,1.103,2,A
12.447,2012-11-07,7-Jun-2012,JD,13.305,769,23,,JD,1564,PSEDIS006_NA,V5,0.858,3,A
12.373,2012-11-07,7-Jun-2012,JD,13.4,770,23,,JD,1565,CEPARG031_NA,V5,1.027,4,A
12.413,2012-11-07,7-Jun-2012,JD,13.568,948,23,,JD,1566,CEPARG034_NA,V5,1.155,5,A
12.292,2012-11-07,8-Jun-2012,JD,13.316,771,23,,JD,1567,CEPARG035_NA,V5,1.024,6,A
12.281,2012-11-07,8-Jun-2012,JD,13.249,775,23,,JD,1568,CEPARG121_NA,V5,0.968,7,A
12.373,2012-11-07,8-Jun-2012,JD,13.501,776,23,,JD,1569,CEPARG146_NA,V5,1.128,8,A
12.555,2012-11-07,8-Jun-2012,JD,13.45,777,23,,JD,1570,CEPARG159_NA,V5,0.895,9,A
12.513,2012-11-07,8-Jun-2012,JD,15.527,2494,23,,JD,1571,KIPR_508_A,V5,3.014,10,A
12.346,2012-11-07,8-Jun-2012,JD,15.22,2495,23,,JD,1572,KIPR_508_NA,V5,2.874,11,A
12.358,2012-11-07,8-Jun-2012,JD,15.293,2496,23,,JD,1573,KIPR_509_A,V5,2.935,12,A
12.384,2012-11-07,8-Jun-2012,JD,15.378,2497,23,,JD,1574,KIPR_509_NA,V5,2.994,2,B
12.268,2012-11-07,8-Jun-2012,JD,15.176,2498,23,,JD,1575,KIPR_510_A,V5,2.908,3,B
12.529,2012-11-07,8-Jun-2012,JD,15.469,2499,23,,JD,1576,KIPR_510_NA,V5,2.94,4,B
12.298,2012-11-07,10-Jun-2012,JD,15.194,2490,23,,JD,1577,KIPR_506_A,V5,2.896,5,B
12.278,2012-11-07,10-Jun-2012,JD,15.259,2491,23,,JD,1578,KIPR_506_NA,V5,2.981,6,B
12.295,2012-11-07,10-Jun-2012,JD,15.159,2488,23,,JD,1579,KIPR_505_A,V5,2.864,7,B
12.18,2012-11-07,10-Jun-2012,JD,15.135,2489,23,,JD,1580,KIPR_505_NA,V5,2.955,8,B
12.177,2012-11-07,10-Jun-2012,JD,15.17,2492,23,,JD,1581,KIPR_507_A,V5,2.993,9,B
12.26,2012-11-07,10-Jun-2012,JD,15.276,2493,23,,JD,1582,KIPR_507_NA,V5,3.016,10,B
12.217,2012-11-07,11-Jun-2012,JD,14.192,2518,23,,JD,1583,KIPR_522_A,V5,1.975,11,B
12.294,2012-11-07,11-Jun-2012,JD,15.252,2519,23,,JD,1584,KIPR_522_NA,V5,2.958,12,B
12.454,2012-11-07,11-Jun-2012,JD,15.305,2486,23,,JD,1585,KIPR_504_A,V5,2.851,2,C
12.264,2012-11-07,11-Jun-2012,JD,15.281,2487,23,,JD,1586,KIPR_504_NA,V5,3.017,3,C
12.317,2012-11-07,11-Jun-2012,,14.453,2500,23,2 mg,,1587,KIPR_511_A,V5,2.136,4,C
12.383,2012-11-07,11-Jun-2012,JD,15.331,2501,23,,JD,1588,KIPR_511_NA,V5,2.948,5,C
12.21,2012-11-07,11-Jun-2012,JD,15.094,2502,23,,JD,1589,KIPR_512_NA,V5,2.884,6,C
12.415,2012-11-07,11-Jun-2012,JD,15.25,2503,23,,JD,1590,KIPR_513_NA,V5,2.835,7,C
12.358,2012-11-07,11-Jun-2012,JD,15.295,2504,23,,JD,1591,KIPR_514_NA,V5,2.937,8,C
12.276,2012-11-07,11-Jun-2012,JD,15.19,2505,23,,JD,1592,KIPR_515_NA,V5,2.914,9,C
12.317,2012-11-07,11-Jun-2012,JD,15.318,2511,23,,JD,1593,KIPR_518_NA,V5,3.001,10,C
12.356,2012-11-07,11-Jun-2012,JD,15.356,2517,23,,JD,1594,KIPR_521_NA,V5,3,11,C
12.336,2012-11-07,11-Jun-2012,JD,14.5,2516,23,2 mg,JD,1595,KIPR_521_A,V5,2.164,12,C
12.31,2012-11-07,14-Jun-2012,JD,15.323,2507,23,,JD,1596,KIPR_516_NA,V5,3.013,2,D
12.222,2012-11-07,14-Jun-2012,JD,14.346,2506,23,2 mg,JD,1597,KIPR_516_A,V5,2.124,3,D
12.154,2012-11-07,14-Jun-2012,JD,15.217,2509,23,,JD,1598,KIPR_517_NA,V5,3.063,4,D
12.193,2012-11-07,14-Jun-2012,JD,14.275,2510,23,2 mg,JD,1599,KIPR_518_A,V5,2.082,5,D
12.349,2012-11-07,14-Jun-2012,JD,15.4,2513,23,,JD,1600,KIPR_519_NA,V5,3.051,6,D
12.303,2012-11-07,14-Jun-2012,JD,14.125,2512,23,2 mg,JD,1601,KIPR_519_A,V5,1.822,7,D
12.212,2012-11-07,14-Jun-2012,JD,15.276,2515,23,,JD,1602,KIPR_520_NA,V5,3.064,8,D
12.527,2012-11-07,14-Jun-2012,JD,14.631,2514,23,2 mg,JD,1603,KIPR_520_A,V5,2.104,9,D
12.424,2012-11-07,14-Jun-2012,JD,14.459,2520,23,2 mg,JD,1604,KIPR_523_A,V5,2.035,10,D
12.304,2012-11-07,14-Jun-2012,JD,15.353,2521,23,,JD,1605,KIPR_523_NA,V5,3.049,11,D
12.293,2012-11-07,18-Jun-2012,JD,15.307,2522,23,,JD,1606,KIPR_524_NA,V5,3.014,12,D
12.311,2012-11-07,18-Jun-2012,JD,15.28,2523,23,,JD,1607,KIPR_525_NA,V5,2.969,2,E
12.316,2012-11-07,18-Jun-2012,JD,14.351,2525,23,2 mg; KIPR_526_NA - not enough,JD,1608,KIPR_527_NA,V5,2.035,3,E
12.18,2012-11-07,18-Jun-2012,JD,15.101,2526,23,,JD,1609,KIPR_528_NA,V5,2.921,4,E
12.43,2012-11-07,18-Jun-2012,JD,15.34,2527,23,,JD,1610,KIPR_529_NA,V5,2.91,5,E
12.382,2012-11-07,18-Jun-2012,JD,14.414,2528,23,2 mg,JD,1611,KIPR_530_NA,V5,2.032,6,E
12.211,2012-11-07,18-Jun-2012,JD,15.166,2529,23,2 mg,JD,1612,KIPR_531_NA,V5,2.955,7,E
12.359,2012-11-07,18-Jun-2012,JD,15.214,2531,23,2 mg,JD,1613,KIPR_532_NA,V5,2.855,8,E
12.497,2012-11-07,19-Jun-2012,JD,14.595,2530,23,2 mg,JD,1614,KIPR_532_A,V5,2.098,9,E
12.18,2012-11-07,19-Jun-2012,JD,14.324,2533,23,2 mg,JD,1615,KIPR_533_NA,V5,2.144,10,E
12.701,2012-11-07,19-Jun-2012,JD,14.865,2532,23,2 mg,JD,1616,KIPR_533_A,V5,2.164,11,E
12.174,2012-11-07,19-Jun-2012,JD,14.278,2535,23,2 mg,JD,1617,KIPR_534_NA,V5,2.104,12,E
12.289,2012-11-07,19-Jun-2012,JD,14.193,2534,23,2 mg,AB,1618,KIPR_534_A,V5,1.904,2,F
12.707,2012-11-07,19-Jun-2012,JD,14.807,2537,23,2 mg,AB,1619,KIPR_535_NA,V5,2.1,3,F
12.588,2012-11-07,19-Jun-2012,JD,14.443,2536,23,2 mg,AB,1620,KIPR_535_A,V5,1.855,4,F
12.237,2012-11-07,19-Jun-2012,JD,14.205,2539,23,2 mg,AB,1621,KIPR_536_NA,V5,1.968,5,F
12.718,2012-11-07,20-Jun-2012,JD,14.629,2538,23,2 mg,JD,1622,KIPR_536_A,V5,1.911,6,F
12.572,2012-11-07,20-Jun-2012,JD,14.609,2540,23,2 mg,JD,1623,KIPR_537_A,V5,2.037,7,F
12.577,2012-11-07,20-Jun-2012,JD,14.589,2541,23,2 mg,JD,1624,KIPR_537_NA,V5,2.012,8,F
12.707,2012-11-07,20-Jun-2012,JD,14.71,2542,23,2 mg,JD,1625,KIPR_538_A,V5,2.003,9,F
12.665,2012-11-07,20-Jun-2012,JD,14.825,2543,23,2 mg,JD,1626,KIPR_538_NA,V5,2.16,10,F
12.745,2012-11-07,20-Jun-2012,JD,14.709,2544,23,2 mg,JD,1627,KIPR_539_A,V5,1.964,11,F
12.673,2012-11-07,20-Jun-2012,JD,14.855,2545,23,2 mg,JD,1628,KIPR_539_NA,V5,2.182,12,F
12.186,2012-11-07,2012-03-06,JD,13.121,1788,22,no pre-processing data? most likely non-acidified like the other PLEDIC samples,JD,1632,PLEDIC160_1,V4,0.935,10,F
,2012-11-08,2011-11-17,,,758,17,,,1633,PARARC137_A,RT_KI_DAVIS_01,1.1,9,D
,2012-11-08,2011-11-17,,,175,17,,,1634,LUTBOH012_A,RT_KI_DAVIS_01,1.1,3,F
,2012-11-08,2011-11-17,,,177,17,,,1635,LUTBOH014_A,RT_KI_DAVIS_01,1,5,F
,2012-11-08,2011-01-21,AS,,1,14,Taken from other trays,AS,1636,CEPARG121_A,RTKI_001,1.1,12,C
,2012-11-08,2011-02-02,AS,,26,14,Taken from other trays,AS,1637,CEPARG146_A,RTKI_001,0.9,1,D
,2012-11-08,2010-11-11,AS,,172,14,Taken from other trays,AO,1638,LUTBOH009_A,RTKI_001,1.1,1,E
,2012-11-08,2011-03-08,AS,,702,14,Taken from other trays,AO,1639,ACANIG009_A,RTKI_001,0.9,6,D
,2012-11-08,2011-03-08,AS,,699,14,Taken from other trays,AO,1640,ACANIG006_A,RTKI_001,0.9,3,D
,2012-11-08,2011-11-11,AO,,178,14,Taken from other trays,AO,1641,LUTBOH015_A,RTKI_001,1.1,5,E
,2012-11-08,2011-11-11,AS,,430,14,Taken from other trays,AO,1642,LUTBOH020_A,RTKI_001,1.1,6,E
,2012-11-08,2011-03-11,AO,,430,14,double blind,AS,1643,LUTBOH020_A,RTKI_001,1,4,F
,2012-11-08,2011-03-08,AO,,715,14,NA,AO,1644,PARARC094_A,RTKI_001,0.9,11,F
,2012-11-08,2011-03-08,AO,,720,14,NA,AO,1645,PARARC099_A,RTKI_001,1,12,F
,2012-11-08,2011-03-08,AO,,800,14,NA,AO,1646,PARARC156_A,RTKI_001,1,1,G
,2012-11-08,2011-03-08,AO,,801,14,NA,AO,1647,PARARC157_A,RTKI_001,1,2,G
,2012-11-08,2011-03-08,AO,,802,14,NA,AO,1648,PARARC158_A,RTKI_001,0.9,3,G
,2012-11-08,2011-03-08,AO,,816,14,NA,AO,1649,PARARC172_A,RTKI_001,1.1,4,G
,2012-11-08,2011-03-15,AO,,715,14,double blind,AO,1650,PARARC094_A,RTKI_001,1.1,5,G
,2012-11-08,2011-03-15,AO,,802,14,double blind,AO,1651,PARARC158_A,RTKI_001,1,6,G
,2012-11-08,2011-03-11,AS,,601,14,Sample <2 mg,AS,1653,S6_TURF_001_NA,RTKI_001,0.1,1,H
,2012-11-08,2011-03-11,AS,,578,14,NA,AS,1654,S35_TURF_001_NA,RTKI_001,2.7,8,H
12.363,2012-11-08,2012-03-29,JD,13.167,1672,22,,JD,1655,PLEDIC044_1,V4,0.804,6,C
,2012-11-09,2011-01-20,AO,,2638,26,"salt water filters, not rinsed",AO,1656,KIPR_153_NA,RT_POM_003,,4,C
,2013-01-30,2012-02-10,JD,,3017,23,Originally found in KI_PR_02 Tray,AO,1657,KIPR_193_NA,V5,3,2,G
,2013-01-30,2012-02-10,JD,,3016,23,Originally found in KI_PR_02 Tray,AO,1658,KIPR_193_A,V5,2.6,3,G
,2013-01-30,2012-02-10,JD,,3021,23,Originally found in KI_PR_02 Tray,AO,1659,KIPR_195_NA,V5,2.6,4,G
12.678,2013-01-30,2012-10-02,,13.591,3093,30,Hawkins Scale,AB,1660,KIF12_072_1,KI12TRAY1,0.913,2,A
12.254,2013-01-30,2012-10-02,,13.224,3094,30,Hawkins Scale,GAJ,1661,KIF12_073_1,KI12TRAY1,0.97,3,A
12.431,2013-01-30,2012-10-02,,13.363,3095,30,Hawkins Scale,GAJ,1662,KIF12_074_1,KI12TRAY1,0.932,4,A
12.484,2013-01-30,2012-10-02,,13.649,3096,30,Hawkins Scale,GAJ,1663,KIF12_075_1,KI12TRAY1,1.165,5,A
12.418,2013-01-30,2012-10-02,,13.307,3097,30,Hawkins Scale,GAJ,1664,KIF12_076_1,KI12TRAY1,0.889,6,A
12.767,2013-01-30,2012-10-02,,13.791,3098,30,Hawkins Scale,GAJ,1665,KIF12_077_1,KI12TRAY1,1.024,7,A
12.508,2013-01-30,2012-10-02,,13.351,3099,30,Hawkins Scale,GAJ,1666,KIF12_078_1,KI12TRAY1,0.843,8,A
12.76,2013-01-30,2012-10-02,,13.58,3100,30,Hawkins Scale,GAJ,1667,KIF12_079_1,KI12TRAY1,0.82,9,A
12.591,2013-01-30,2012-10-02,,13.473,3103,30,Hawkins Scale,GAJ,1668,KIF12_247_1,KI12TRAY1,0.882,10,A
12.288,2013-01-30,2012-10-02,,13.124,3105,30,Hawkins Scale,GAJ,1669,KIF12_255_1,KI12TRAY1,0.836,11,A
12.433,2013-01-30,2012-10-03,,13.497,3106,30,Hawkins Scale,GAJ,1670,KIF12_256_1,KI12TRAY1,1.064,12,A
12.674,2013-01-30,2012-10-03,,13.85,3107,30,Hawkins Scale,GAJ,1671,KIF12_257_1,KI12TRAY1,1.176,2,B
12.699,2013-01-30,2012-10-03,,13.622,3303,30,Hawkins Scale,GAJ,1672,KIF12_258_1,KI12TRAY1,0.923,3,B
12.317,2013-01-30,2012-10-03,,13.191,3108,30,Hawkins Scale,GAJ,1673,KIF12_259_1,KI12TRAY1,0.874,4,B
12.707,2013-01-30,2012-10-03,,13.527,3109,30,Hawkins Scale,GAJ,1674,KIF12_261_1,KI12TRAY1,0.82,5,B
12.727,2013-01-30,2012-10-03,,13.818,3110,30,Hawkins Scale,GAJ,1675,KIF12_262_1,KI12TRAY1,1.091,6,B
12.637,2013-01-30,2012-10-03,,13.77,3111,30,Hawkins Scale,GAJ,1676,KIF12_263_1,KI12TRAY1,1.133,7,B
12.688,2013-01-30,2012-10-03,,13.751,3112,30,Hawkins Scale,GAJ,1677,KIF12_266_1,KI12TRAY1,1.063,8,B
12.512,2013-01-30,2012-10-03,,13.7,3113,30,Hawkins Scale,GAJ,1678,KIF12_267_1,KI12TRAY1,1.188,9,B
12.694,2013-01-30,2012-10-03,,13.79,3114,30,Hawkins Scale,GAJ,1679,KIF12_269_1,KI12TRAY1,1.096,10,B
12.293,2013-01-30,2012-10-03,,13.451,3115,30,Hawkins Scale,GAJ,1680,KIF12_270_1,KI12TRAY1,1.158,11,B
12.5,2013-01-30,2012-10-03,,13.301,3116,30,Hawkins Scale,GAJ,1681,KIF12_272_1,KI12TRAY1,0.801,12,B
12.685,2013-01-30,2012-10-03,,13.791,3117,30,Hawkins Scale,GAJ,1682,KIF12_274_1,KI12TRAY1,1.106,2,C
12.694,2013-01-30,2012-10-03,,13.659,3118,30,Hawkins Scale,GAJ,1683,KIF12_275_1,KI12TRAY1,0.965,3,C
12.724,2013-01-30,2012-10-03,,13.67,3119,30,Hawkins Scale,GAJ,1684,KIF12_313_1,KI12TRAY1,0.946,4,C
12.744,2013-01-30,2012-10-03,,13.864,3120,30,Hawkins Scale,GAJ,1685,KIF12_315_1,KI12TRAY1,1.12,5,C
12.804,2013-01-30,2012-10-03,,13.692,3122,30,Hawkins Scale,GAJ,1686,KIF12_321_1,KI12TRAY1,0.888,6,C
12.253,2013-01-30,2012-10-03,,13.255,3123,30,Hawkins Scale,GAJ,1687,KIF12_326_1,KI12TRAY1,1.002,7,C
12.739,2013-01-30,2012-10-03,,13.694,3124,30,Hawkins Scale,GAJ,1688,KIF12_328_1,KI12TRAY1,0.955,8,C
12.674,2013-01-30,2012-10-03,,13.644,3125,30,Hawkins Scale,GAJ,1689,KIF12_330_1,KI12TRAY1,0.97,9,C
12.313,2013-01-30,2012-10-03,,13.319,3126,30,Hawkins Scale,GAJ,1690,KIF12_344_1,KI12TRAY1,1.006,10,C
12.33,2013-01-30,2012-10-03,,13.311,3127,30,Hawkins Scale,GAJ,1691,KIF12_346_1,KI12TRAY1,0.981,11,C
12.354,2013-01-30,2012-10-03,,13.432,3128,30,Hawkins Scale,GAJ,1692,KIF12_347_1,KI12TRAY1,1.078,12,C
12.663,2013-01-30,2012-10-03,,13.601,3129,30,Hawkins Scale,GAJ,1693,KIF12_365_1,KI12TRAY1,0.938,2,D
12.727,2013-01-30,2012-10-03,,13.759,3130,30,Hawkins Scale,GAJ,1694,KIF12_366_1,KI12TRAY1,1.032,3,D
12.315,2013-01-30,2012-10-03,,13.473,3131,30,Hawkins Scale,GAJ,1695,KIF12_367_1,KI12TRAY1,1.158,4,D
12.269,2013-01-30,2012-10-03,,13.419,3132,30,Hawkins Scale,GAJ,1696,KIF12_372_1,KI12TRAY1,1.15,5,D
12.249,2013-01-30,2012-10-10,,13.402,976,30,Hawkins Scale,AB,1697,KIF11_022_1,KI12TRAY1,1.153,6,D
12.747,2013-01-30,2012-10-10,,13.603,977,30,Hawkins Scale,GAJ,1698,KIF11_023_1,KI12TRAY1,0.856,7,D
12.47,2013-01-30,2012-10-10,,13.582,978,30,Hawkins Scale,GAJ,1699,KIF11_024_1,KI12TRAY1,1.112,8,D
12.432,2013-01-30,2012-10-10,,13.268,979,30,Hawkins Scale,GAJ,1700,KIF11_025_1,KI12TRAY1,0.836,9,D
12.484,2013-01-30,2012-10-10,,13.663,981,30,Hawkins Scale,GAJ,1701,KIF11_027_1,KI12TRAY1,1.179,10,D
12.737,2013-01-30,2012-10-10,,13.75,995,30,Hawkins Scale,GAJ,1702,KIF11_041_1,KI12TRAY1,1.013,11,D
12.444,2013-01-30,2012-10-10,,13.446,1030,30,Hawkins Scale,GAJ,1703,KIF11_076_1,KI12TRAY1,1.002,12,D
12.256,2013-01-30,2012-10-10,,13.159,1040,30,Hawkins Scale,GAJ,1704,KIF11_086_1,KI12TRAY1,0.903,2,E
12.426,2013-01-30,2012-10-10,,13.284,1050,30,Hawkins Scale,GAJ,1705,KIF11_096_1,KI12TRAY1,0.858,3,E
12.718,2013-01-30,2012-10-10,,13.796,1051,30,Hawkins Scale,GAJ,1706,KIF11_097_1,KI12TRAY1,1.078,4,E
12.631,2013-01-30,2012-10-10,,13.504,1052,30,Hawkins Scale,GAJ,1707,KIF11_098_1,KI12TRAY1,0.873,5,E
12.349,2013-01-30,2012-10-16,,13.393,3474,30,Mazumder scale,GAJ,1708,001,KI12TRAY1,1.044,6,E
12.7801,2013-01-30,2012-10-16,,13.704,3475,30,Mazumder scale,GAJ,1709,002,KI12TRAY1,0.9239,7,E
12.647,2013-01-30,2012-10-16,,13.761,3476,30,Mazumder scale,GAJ,1710,003,KI12TRAY1,1.114,8,E
12.736,2013-01-30,2012-10-16,,13.654,3486,30,Mazumder scale,GAJ,1711,013,KI12TRAY1,0.918,9,E
12.8,2013-01-30,2012-10-16,,13.924,3487,30,Mazumder scale,GAJ,1712,014,KI12TRAY1,1.124,10,E
12.197,2013-01-30,2012-10-16,,13.329,3488,30,Mazumder scale,GAJ,1713,015,KI12TRAY1,1.132,11,E
12.433,2013-01-30,2012-10-16,,13.6,3489,30,Mazumder scale,GAJ,1714,016,KI12TRAY1,1.167,12,E
12.471,2013-01-30,2012-10-16,,13.37,3490,30,Mazumder scale,GAJ,1715,017,KI12TRAY1,0.899,2,F
12.702,2013-01-30,2012-10-16,,13.88,3491,30,Mazumder scale,GAJ,1716,018,KI12TRAY1,1.178,3,F
12.353,2013-01-30,2012-10-16,,13.286,3492,30,Mazumder scale,GAJ,1717,019,KI12TRAY1,0.933,4,F
12.679,2013-01-30,2012-10-16,,13.487,3497,30,Mazumder scale,GAJ,1718,024,KI12TRAY1,0.808,5,F
12.459,2013-01-30,2012-10-16,,13.299,3498,30,Mazumder scale,GAJ,1719,025,KI12TRAY1,0.84,6,F
12.248,2013-01-30,2012-10-16,,13.108,3499,30,Mazumder scale,GAJ,1720,026,KI12TRAY1,0.86,7,F
12.259,2013-01-30,2012-10-16,,13.434,3500,30,Mazumder scale,GAJ,1721,027,KI12TRAY1,1.175,8,F
12.321,2013-01-30,2012-10-16,,13.47,3504,30,Mazumder scale,GAJ,1722,031,KI12TRAY1,1.149,9,F
12.328,2013-01-30,2012-10-16,,13.317,3505,30,Mazumder scale,GAJ,1723,032,KI12TRAY1,0.989,10,F
12.474,2013-01-30,2012-10-16,,13.492,3496,30,Mazumder scale,GAJ,1724,023,KI12TRAY1,1.018,11,F
12.484,2013-01-30,2012-10-16,,13.608,3510,30,Mazumder scale,GAJ,1725,037,KI12TRAY1,1.124,12,F
12.275,2013-01-30,2012-10-16,,13.262,3511,30,Mazumder scale,GAJ,1726,038,KI12TRAY1,0.987,2,G
12.327,2013-01-30,2012-10-16,,13.359,3512,30,Mazumder scale,GAJ,1727,039,KI12TRAY1,1.032,3,G
12.583,2013-01-30,2012-10-16,,13.704,3501,30,Mazumder scale,GAJ,1728,028,KI12TRAY1,1.121,4,G
12.26,2013-01-30,2012-10-16,,13.153,3502,30,Mazumder scale,GAJ,1729,029,KI12TRAY1,0.893,5,G
12.315,2013-01-30,2012-10-16,,13.303,3503,30,Mazumder scale,GAJ,1730,030,KI12TRAY1,0.988,6,G
12.353,2013-01-30,2012-10-16,,13.507,3509,30,Mazumder scale,GAJ,1731,036,KI12TRAY1,1.154,7,G
12.62,2013-01-30,2012-10-16,,13.644,3513,30,Mazumder scale,GAJ,1732,040,KI12TRAY1,1.024,8,G
12.248,2013-01-30,2012-10-17,,13.324,3514,30,Mazumder scale,GAJ,1733,041,KI12TRAY1,1.076,9,G
12.388,2013-01-30,2012-10-17,,13.478,3515,30,Mazumder scale,GAJ,1734,042,KI12TRAY1,1.09,10,G
12.734,2013-01-30,2012-10-17,,13.848,3516,30,Mazumder scale,GAJ,1735,043,KI12TRAY1,1.114,11,G
12.516,2013-01-30,2012-10-17,,13.675,3517,30,Mazumder scale,GAJ,1736,044,KI12TRAY1,1.159,12,G
