d13C,d15N,DateProcessed,fk_PackedID,fk_SampleID,fk_TrayID,Lab,pk_ResultID,ref_sampleID,ref_Tray,Weight_mg
-22.92307314,8.100226585,,1227,,,UVIC,606,KIPR_045_A,KI_POM_02,
-21.66924093,8.882983943,,1228,,,UVIC,607,KIPR_154_A,KI_POM_02,
-22.60722956,8.647761404,,1229,,,UVIC,608,KIPR_136_A,KI_POM_02,
-21.69500461,9.394938882,,1230,,,UVIC,609,KIPR_153_A,KI_POM_02,
-22.96887523,8.409573875,,1231,,,UVIC,610,KIPR_088_A,KI_POM_02,
-22.72746005,8.145689765,,1246,,,UVIC,611,KIPR_044_A,KI_POM_02,
-20.95835433,8.543986754,,1220,,,UVIC,612,KIPR_045_NA,KI_POM_02,
-22.88776736,8.610204864,,1214,,,UVIC,613,KIPR_046_A,KI_POM_02,
-21.61103411,8.312717535,,1208,,,UVIC,614,KIPR_046_NA,KI_POM_02,
-19.38009066,9.81695579,,1226,,,UVIC,615,KIPR_138_NA,KI_POM_02,
-23.03948679,7.920350526,,1247,,,UVIC,616,KIPR_138_A,KI_POM_02,
-18.61195144,9.377148942,,1656,,,UVIC,617,KIPR_153_NA,KI_POM_02,
-15.09473264,14.43048022,,1565,,,UVIC,618,CEPARG031_NA,V5,1.027
-15.79798556,14.08159973,,1568,,,UVIC,619,CEPARG121_NA,V5,0.968
-15.24358943,14.76750075,,1569,,,UVIC,620,CEPARG146_NA,V5,1.128
-16.17108175,14.10235466,,1570,,,UVIC,621,CEPARG159_NA,V5,0.895
-15.59473878,14.4858267,,1566,,,UVIC,622,CEPARG034_NA,V5,1.155
-15.8485587,13.9125953,,1567,,,UVIC,623,CEPARG035_NA,V5,1.024
-8.726333743,8.679387964,,1875,,,UVIC,624,KIPR_193_NA,V5,3
-19.63295636,8.404632225,,1876,,,UVIC,625,KIPR_193_A,V5,2.6
-4.331241549,7.249274458,,1877,,,UVIC,626,KIPR_195_NA,V5,2.6
-19.90204364,9.727017761,,1585,,,UVIC,627,KIPR_504_A,V5,2.851
-5.580302704,8.659621364,,1586,,,UVIC,628,KIPR_504_NA,V5,3.017
-19.81521051,9.218027812,,1579,,,UVIC,629,KIPR_505_A,V5,2.864
-4.99441764,7.911455556,,1580,,,UVIC,630,KIPR_505_NA,V5,2.955
-13.91819146,9.274362622,,1577,,,UVIC,631,KIPR_506_A,V5,2.896
-7.731092502,9.220992802,,1578,,,UVIC,632,KIPR_506_NA,V5,2.981
-12.4258067,9.358370672,,1581,,,UVIC,633,KIPR_507_A,V5,2.993
-6.411419791,9.596558201,,1582,,,UVIC,634,KIPR_507_NA,V5,3.016
-17.73312385,8.181269645,,1571,,,UVIC,635,KIPR_508_A,V5,3.014
-9.076528888,8.061681716,,1572,,,UVIC,636,KIPR_508_NA,V5,2.874
-17.18159035,7.251251118,,1573,,,UVIC,637,KIPR_509_A,V5,2.935
-12.05366472,7.459788747,,1574,,,UVIC,638,KIPR_509_NA,V5,2.994
-19.7770421,7.685127987,,1575,,,UVIC,639,KIPR_510_A,V5,2.908
-12.15862784,7.903548916,,1576,,,UVIC,640,KIPR_510_NA,V5,2.94
-19.81139367,8.010288556,,1587,,,UVIC,641,KIPR_511_A,V5,2.136
-10.29123848,7.963837046,,1588,,,UVIC,642,KIPR_511_NA,V5,2.948
-13.3428027,10.08380489,,1589,,,UVIC,643,KIPR_512_NA,V5,2.884
-14.29510449,8.994665233,,1590,,,UVIC,644,KIPR_513_NA,V5,2.835
-13.91532883,9.112276502,,1591,,,UVIC,645,KIPR_514_NA,V5,2.937
-13.2674201,10.13420972,,1592,,,UVIC,646,KIPR_515_NA,V5,2.914
-19.26749385,9.193319562,,1597,,,UVIC,647,KIPR_516_A,V5,2.124
-3.804517517,8.756477703,,1596,,,UVIC,648,KIPR_516_NA,V5,3.013
-4.704337738,8.562765024,,1598,,,UVIC,649,KIPR_517_NA,V5,3.063
-17.69209281,10.46925359,,1599,,,UVIC,650,KIPR_518_A,V5,2.082
-4.447655194,9.308954172,,1593,,,UVIC,651,KIPR_518_NA,V5,3.001
-20.56426552,9.348487372,,1601,,,UVIC,652,KIPR_519_A,V5,1.822
-4.750139828,8.781185953,,1600,,,UVIC,653,KIPR_519_NA,V5,3.051
-19.65585741,9.119194812,,1603,,,UVIC,654,KIPR_520_A,V5,2.104
-5.092701291,8.365099025,,1602,,,UVIC,655,KIPR_520_NA,V5,3.064
-19.64059004,8.578578304,,1595,,,UVIC,656,KIPR_521_A,V5,2.164
-5.788320529,8.170398015,,1594,,,UVIC,657,KIPR_521_NA,V5,3
-20.80472649,7.317469228,,1583,,,UVIC,658,KIPR_522_A,V5,1.975
-11.30270129,8.078483326,,1584,,,UVIC,659,KIPR_522_NA,V5,2.958
-21.5346973,7.286830998,,1604,,,UVIC,660,KIPR_523_A,V5,2.035
-8.534537492,7.046666809,,1605,,,UVIC,661,KIPR_523_NA,V5,3.049
-13.40482637,10.32298075,,1606,,,UVIC,662,KIPR_524_NA,V5,3.014
-13.74070836,10.31408578,,1607,,,UVIC,663,KIPR_525_NA,V5,2.969
-15.19015366,10.06304996,,1608,,,UVIC,664,KIPR_527_NA,V5,2.035
-13.45539951,8.238592785,,1609,,,UVIC,665,KIPR_528_NA,V5,2.921
-15.08519053,8.409573875,,1610,,,UVIC,666,KIPR_529_NA,V5,2.91
-13.91723725,8.640843094,,1611,,,UVIC,667,KIPR_530_NA,V5,2.032
-12.84279656,9.243724392,,1612,,,UVIC,668,KIPR_531_NA,V5,2.955
-19.27035648,8.616134844,,1614,,,UVIC,669,KIPR_532_A,V5,2.098
-3.034469883,7.330317518,,1613,,,UVIC,670,KIPR_532_NA,V5,2.855
-19.43161801,11.1087031,,1616,,,UVIC,671,KIPR_533_A,V5,2.164
-4.728192993,10.34274735,,1615,,,UVIC,672,KIPR_533_NA,V5,2.144
-19.51272588,10.82406406,,1618,,,UVIC,673,KIPR_534_A,V5,1.904
-5.347475415,9.593593211,,1617,,,UVIC,674,KIPR_534_NA,V5,2.104
-18.81615243,11.57222986,,1620,,,UVIC,675,KIPR_535_A,V5,1.855
-6.003972034,10.18362622,,1619,,,UVIC,676,KIPR_535_NA,V5,2.1
-19.44497695,9.559001661,,1622,,,UVIC,677,KIPR_536_A,V5,1.911
-5.456255378,8.634913114,,1621,,,UVIC,678,KIPR_536_NA,V5,1.968
-18.73313614,9.559001661,,1623,,,UVIC,679,KIPR_537_A,V5,2.037
-4.237728949,8.866182333,,1624,,,UVIC,680,KIPR_537_NA,V5,2.012
-19.80662262,10.1599063,,1625,,,UVIC,681,KIPR_538_A,V5,2.003
-5.476293792,9.704286171,,1626,,,UVIC,682,KIPR_538_NA,V5,2.16
-19.81139367,10.36844393,,1627,,,UVIC,683,KIPR_539_A,V5,1.964
-7.094634296,9.590628221,,1628,,,UVIC,684,KIPR_539_NA,V5,2.182
-17.67777966,11.72937433,,1564,,,UVIC,685,PSEDIS006_NA,V5,0.858
-17.89915642,11.43682866,,1563,,,UVIC,686,PSEOLI030_NA,V5,1.103
-14.07966342,14.5482584,,1339,,20,UVIC,687,KIF11_110_1,,1.136
-13.53440213,13.77445954,,1340,,20,UVIC,688,KIF11_136_1,,0.881
-16.00720992,13.10337734,,1341,,20,UVIC,689,KIF11_163_1,,0.945
-14.36090345,12.23468784,,1342,,20,UVIC,690,KIF11_177_1,,1.053
-17.37705934,11.21926025,,1343,,20,UVIC,691,KIF11_298_1,,0.85
-14.50439327,13.71282954,,1344,,20,UVIC,692,PLEDIC005_1,,1.009
-14.3226395,15.46879536,,1345,,20,UVIC,693,PLEDIC147_1,,1.066
-18.12703277,11.96664626,,1346,,20,UVIC,694,KIF11_009_1,,1.138
-17.21156776,12.08403673,,1347,,20,UVIC,695,KIF11_010_1,,1.172
-12.84182462,13.75000319,,1348,,20,UVIC,696,KIF11_055_1,,1.084
-13.82616475,13.70402525,,1349,,20,UVIC,697,KIF11_063_1,,1.009
-16.49316209,12.647511,,1350,,20,UVIC,698,KIF11_100_1,,1.166
-14.56561559,12.68957592,,1351,,20,UVIC,699,KIF11_104_1,,1.061
-13.82233835,12.62696767,,1352,,20,UVIC,700,KIF11_109_1,,1.112
-13.53153233,13.81750271,,1353,,20,UVIC,701,KIF11_117_1,,0.846
-14.80572188,14.92195141,,1354,,20,UVIC,702,KIF11_118_1,,1.02
-15.52986714,13.48489637,,1355,,20,UVIC,703,KIF11_138_1,,0.893
-17.23452613,12.36870863,,1356,,20,UVIC,704,KIF11_161_1,,1.131
-14.54935341,13.66880811,,1357,,20,UVIC,705,PLEDIC005_1,,0.88
-16.7208326,12.72283655,,1358,,20,UVIC,706,KIF11_371_1,,1.015
-16.84327724,13.54359161,,1359,,20,UVIC,707,PLEDIC006_1,,1.185
-16.31332152,13.20022448,,1360,,20,UVIC,708,PLEDIC092_1,,0.816
-13.61953942,16.01955232,,1361,,20,UVIC,709,PLEDIC142_1,,0.896
-7.12806023,9.859487278,,1362,,20,UVIC,710,KIPR_481_R,,1.098
-5.857697077,8.994710797,,1363,,20,UVIC,711,KIPR_481_NA,,1.162
-18.43697077,9.782205217,,1364,,20,UVIC,712,KIPR_481_A,,0.896
-14.14949513,10.62741662,,1365,,20,UVIC,713,KIPR_482_R,,1.164
-13.44639504,10.66556852,,1366,,20,UVIC,714,KIPR_482_NA,,0.83
-14.30733392,10.70372043,,1367,,20,UVIC,715,KIPR_482_A,,1.017
-4.656209035,8.856776991,,1368,,20,UVIC,716,KIPR_483_R,,0.995
-3.478635961,7.399178624,,1369,,20,UVIC,717,KIPR_483_NA,,1.114
-10.84540301,9.033840954,,1370,,20,UVIC,718,KIPR_484_R,,1.102
-5.739078831,7.579177348,,1371,,20,UVIC,719,KIPR_484_NA,,0.818
-20.51757307,8.37938907,,1372,,20,UVIC,720,KIPR_484_A,,1.108
-8.104747564,9.103296984,,1373,,20,UVIC,721,KIPR_485_R,,1.043
-7.342338353,9.309708565,,1374,,20,UVIC,722,KIPR_485_NA,,1.174
-9.267971656,8.464497162,,1375,,20,UVIC,723,KIPR_486_R,,1.192
-10.12891054,7.938196544,,1376,,20,UVIC,724,KIPR_486_NA,,1.179
-20.66967228,8.016456859,,1377,,20,UVIC,725,KIPR_486_A,,1.083
-14.46612932,8.989819527,,1378,,20,UVIC,726,KIPR_487_R,,0.85
-14.89851196,9.024058415,,1379,,20,UVIC,727,KIPR_487_NA,,0.857
-13.40908769,10.2498106,,1380,,20,UVIC,728,KIPR_487_A,,1.051
-6.27190434,9.63155411,,1381,,20,UVIC,729,KIPR_488_R,,1.166
-6.093020372,9.855574262,,1382,,20,UVIC,730,KIPR_488_NA,,1.096
-18.73734278,10.84165423,,1383,,20,UVIC,731,KIPR_488_A,,0.844
-12.74138175,8.759929851,,1384,,20,UVIC,732,KIPR_489_R,,1.159
-13.26846767,8.464497162,,1385,,20,UVIC,733,KIPR_489_NA,,0.865
-13.79555359,8.680691282,,1386,,20,UVIC,734,KIPR_489_A,,1.104
